73.33,43.86,0,0
59.72,61.12,0,0
42.15,74.33,0,0
21.8,82.62,0,0
0,85.45,0,0
-21.8,82.62,0,0
-42.15,74.33,0,0
-59.72,61.12,0,0
-73.33,43.86,0,0
90,38.6,0,0
77.11,60.36,0,0
59.08,78.1,0,0
37.1,90.63,0,0
12.65,97.11,0,0
-12.65,97.11,0,0
-37.1,90.63,0,0
-59.08,78.1,0,0
-77.11,60.36,0,0
-90,38.6,0,0
95,56.14,0,0
77.43,78.62,0,0
54.69,95.84,0,0
28.29,106.66,0,0
0,110.35,0,0
-28.29,106.66,0,0
-54.69,95.84,0,0
-77.43,78.62,0,0
-95,56.14,0,0
113.33,49.12,0,0
97.04,76.43,0,0
74.3,98.67,0,0
46.65,114.37,0,0
15.9,122.49,0,0
-15.9,122.49,0,0
-46.65,114.37,0,0
-74.3,98.67,0,0
-97.04,76.43,0,0
-113.33,49.12,0,0
116.67,70.18,0,0
67.01,118.51,0,0
0,136.15,0,0
-67.01,118.51,0,0
-116.67,70.18,0,0
135,64.91,0,0
121.84,87.15,0,0
105.05,106.79,0,0
85.13,123.25,0,0
62.69,136.05,0,0
38.37,144.8,0,0
12.92,149.24,0,0
-12.92,149.24,0,0
-38.37,144.8,0,0
-62.69,136.05,0,0
-85.13,123.25,0,0
-105.05,106.79,0,0
-121.84,87.15,0,0
-135,64.91,0,0
150,56.14,0,0
138.08,81.16,0,0
122.02,103.74,0,0
102.31,123.22,0,0
79.54,139.01,0,0
54.39,150.64,0,0
27.61,157.76,0,0
0,160.16,0,0
-27.61,157.76,0,0
-54.39,150.64,0,0
-79.54,139.01,0,0
-102.31,123.22,0,0
-122.02,103.74,0,0
-138.08,81.16,0,0
-150,56.14,0,0
156.67,73.68,0,0
141.54,99.7,0,0
122.14,122.7,0,0
99.05,142,0,0
72.97,157,0,0
44.68,167.26,0,0
15.05,172.47,0,0
-15.05,172.47,0,0
-44.68,167.26,0,0
-72.97,157,0,0
-99.05,142,0,0
-122.14,122.7,0,0
-141.54,99.7,0,0
-156.67,73.68,0,0
171.67,63.16,0,0
158.14,91.93,0,0
139.83,117.92,0,0
117.3,140.36,0,0
91.22,158.55,0,0
62.39,171.95,0,0
31.67,180.15,0,0
0,182.92,0,0
-31.67,180.15,0,0
-62.39,171.95,0,0
-91.22,158.55,0,0
-117.3,140.36,0,0
-139.83,117.92,0,0
-158.14,91.93,0,0
-171.67,63.16,0,0
176.67,84.21,0,0
159.51,113.4,0,0
137.57,139.2,0,0
111.52,160.83,0,0
82.13,177.64,0,0
50.28,189.14,0,0
16.93,194.98,0,0
-16.93,194.98,0,0
-50.28,189.14,0,0
-82.13,177.64,0,0
-111.52,160.83,0,0
-137.57,139.2,0,0
-159.51,113.4,0,0
-176.67,84.21,0,0
193.33,71.93,0,0
178.01,104.23,0,0
157.34,133.4,0,0
131.95,158.56,0,0
102.59,178.96,0,0
70.16,193.98,0,0
35.61,203.18,0,0
0,206.28,0,0
-35.61,203.18,0,0
-70.16,193.98,0,0
-102.59,178.96,0,0
-131.95,158.56,0,0
-157.34,133.4,0,0
-178.01,104.23,0,0
-193.33,71.93,0,0
195,122.81,0,0
180.04,143.85,0,0
162.82,163.08,0,0
143.56,180.27,0,0
122.49,195.2,0,0
99.89,207.67,0,0
76.04,217.54,0,0
51.23,224.68,0,0
25.78,229,0,0
0,230.45,0,0
-25.78,229,0,0
-51.23,224.68,0,0
-76.04,217.54,0,0
-99.89,207.67,0,0
-122.49,195.2,0,0
-143.56,180.27,0,0
-162.82,163.08,0,0
-180.04,143.85,0,0
-195,122.81,0,0
215,117.54,0,0
200.42,140.97,0,0
183.3,162.62,0,0
163.85,182.19,0,0
142.32,199.46,0,0
118.99,214.2,0,0
94.15,226.22,0,0
68.12,235.38,0,0
41.22,241.54,0,0
13.8,244.64,0,0
-13.8,244.64,0,0
-41.22,241.54,0,0
-68.12,235.38,0,0
-94.15,226.22,0,0
-118.99,214.2,0,0
-142.32,199.46,0,0
-163.85,182.19,0,0
-183.3,162.62,0,0
-200.42,140.97,0,0
-215,117.54,0,0
235,110.53,0,0
221.02,136.35,0,0
204.22,160.42,0,0
184.81,182.45,0,0
163.03,202.14,0,0
139.17,219.25,0,0
113.53,233.56,0,0
86.45,244.88,0,0
58.25,253.08,0,0
29.31,258.03,0,0
0,259.69,0,0
-29.31,258.03,0,0
-58.25,253.08,0,0
-86.45,244.88,0,0
-113.53,233.56,0,0
-139.17,219.25,0,0
-163.03,202.14,0,0
-184.81,182.45,0,0
-204.22,160.42,0,0
-221.02,136.35,0,0
-235,110.53,0,0
240,129.82,0,0
223.81,156.09,0,0
204.75,180.36,0,0
183.08,202.33,0,0
159.06,221.71,0,0
133.01,238.25,0,0
105.26,251.74,0,0
76.16,262.02,0,0
46.09,268.94,0,0
15.43,272.43,0,0
-15.43,272.43,0,0
-46.09,268.94,0,0
-76.16,262.02,0,0
-105.26,251.74,0,0
-133.01,238.25,0,0
-159.06,221.71,0,0
-183.08,202.33,0,0
-204.75,180.36,0,0
-223.81,156.09,0,0
-240,129.82,0,0
268.33,145.61,0,0
254.85,168.1,0,0
239.49,189.34,0,0
222.37,209.18,0,0
203.6,227.49,0,0
183.34,244.12,0,0
161.72,258.94,0,0
138.91,271.86,0,0
115.08,282.78,0,0
90.4,291.61,0,0
65.05,298.29,0,0
39.22,302.77,0,0
13.11,305.02,0,0
-13.11,305.02,0,0
-39.22,302.77,0,0
-65.05,298.29,0,0
-90.4,291.61,0,0
-115.08,282.78,0,0
-138.91,271.86,0,0
-161.72,258.94,0,0
